#epoch loss_f loss_bc_u_top loss_bc_u_rest loss_bc_v u_avg u_std v_avg v_std
206 2.8517e-02 4.9405e-02 8.7419e-02 9.9781e-04 7.8452e-01 3.2486e-02 3.7999e-02 1.9339e-02
207 2.8455e-02 4.8885e-02 8.7021e-02 9.8298e-04 7.8570e-01 3.2197e-02 3.7442e-02 1.9213e-02
208 2.8392e-02 4.8364e-02 8.6632e-02 9.6902e-04 7.8689e-01 3.1900e-02 3.6887e-02 1.9088e-02
209 2.8328e-02 4.7844e-02 8.6249e-02 9.5594e-04 7.8807e-01 3.1596e-02 3.6334e-02 1.8963e-02
210 2.8262e-02 4.7328e-02 8.5871e-02 9.4370e-04 7.8924e-01 3.1287e-02 3.5783e-02 1.8839e-02
211 2.8195e-02 4.6818e-02 8.5498e-02 9.3233e-04 7.9041e-01 3.0972e-02 3.5233e-02 1.8717e-02
212 2.8125e-02 4.6313e-02 8.5128e-02 9.2180e-04 7.9156e-01 3.0652e-02 3.4684e-02 1.8595e-02
213 2.8054e-02 4.5815e-02 8.4761e-02 9.1213e-04 7.9271e-01 3.0327e-02 3.4137e-02 1.8475e-02
214 2.7981e-02 4.5323e-02 8.4398e-02 9.0331e-04 7.9385e-01 2.9996e-02 3.3591e-02 1.8356e-02
215 2.7907e-02 4.4835e-02 8.4038e-02 8.9538e-04 7.9499e-01 2.9662e-02 3.3049e-02 1.8238e-02
216 2.7833e-02 4.4352e-02 8.3683e-02 8.8833e-04 7.9613e-01 2.9322e-02 3.2509e-02 1.8123e-02
217 2.7760e-02 4.3870e-02 8.3335e-02 8.8219e-04 7.9728e-01 2.8977e-02 3.1973e-02 1.8009e-02
218 2.7687e-02 4.3389e-02 8.2993e-02 8.7695e-04 7.9843e-01 2.8629e-02 3.1440e-02 1.7897e-02
219 2.7617e-02 4.2909e-02 8.2658e-02 8.7262e-04 7.9959e-01 2.8276e-02 3.0912e-02 1.7787e-02
220 2.7548e-02 4.2428e-02 8.2330e-02 8.6920e-04 8.0075e-01 2.7920e-02 3.0388e-02 1.7679e-02
221 2.7481e-02 4.1947e-02 8.2009e-02 8.6666e-04 8.0192e-01 2.7560e-02 2.9868e-02 1.7574e-02
222 2.7416e-02 4.1468e-02 8.1694e-02 8.6500e-04 8.0309e-01 2.7198e-02 2.9352e-02 1.7470e-02
223 2.7353e-02 4.0991e-02 8.1383e-02 8.6419e-04 8.0426e-01 2.6834e-02 2.8839e-02 1.7369e-02
224 2.7290e-02 4.0519e-02 8.1077e-02 8.6421e-04 8.0541e-01 2.6469e-02 2.8330e-02 1.7270e-02
225 2.7229e-02 4.0053e-02 8.0773e-02 8.6503e-04 8.0656e-01 2.6102e-02 2.7825e-02 1.7172e-02
226 2.7169e-02 3.9593e-02 8.0471e-02 8.6664e-04 8.0769e-01 2.5735e-02 2.7323e-02 1.7077e-02
227 2.7108e-02 3.9141e-02 8.0171e-02 8.6902e-04 8.0882e-01 2.5368e-02 2.6826e-02 1.6984e-02
228 2.7049e-02 3.8697e-02 7.9872e-02 8.7216e-04 8.0993e-01 2.5000e-02 2.6334e-02 1.6893e-02
229 2.6991e-02 3.8259e-02 7.9576e-02 8.7606e-04 8.1103e-01 2.4633e-02 2.5847e-02 1.6804e-02
230 2.6933e-02 3.7827e-02 7.9282e-02 8.8071e-04 8.1213e-01 2.4267e-02 2.5366e-02 1.6717e-02
231 2.6878e-02 3.7399e-02 7.8993e-02 8.8611e-04 8.1323e-01 2.3901e-02 2.4893e-02 1.6632e-02
232 2.6824e-02 3.6975e-02 7.8708e-02 8.9224e-04 8.1432e-01 2.3537e-02 2.4426e-02 1.6549e-02
233 2.6772e-02 3.6553e-02 7.8429e-02 8.9911e-04 8.1542e-01 2.3174e-02 2.3968e-02 1.6467e-02
234 2.6723e-02 3.6135e-02 7.8154e-02 9.0668e-04 8.1651e-01 2.2814e-02 2.3517e-02 1.6387e-02
235 2.6674e-02 3.5720e-02 7.7884e-02 9.1495e-04 8.1760e-01 2.2456e-02 2.3074e-02 1.6309e-02
236 2.6628e-02 3.5310e-02 7.7619e-02 9.2389e-04 8.1868e-01 2.2102e-02 2.2640e-02 1.6232e-02
237 2.6582e-02 3.4905e-02 7.7357e-02 9.3347e-04 8.1975e-01 2.1751e-02 2.2213e-02 1.6156e-02
238 2.6536e-02 3.4506e-02 7.7098e-02 9.4368e-04 8.2081e-01 2.1404e-02 2.1795e-02 1.6082e-02
239 2.6491e-02 3.4115e-02 7.6842e-02 9.5448e-04 8.2186e-01 2.1061e-02 2.1386e-02 1.6008e-02
240 2.6445e-02 3.3731e-02 7.6589e-02 9.6586e-04 8.2289e-01 2.0724e-02 2.0986e-02 1.5935e-02
241 2.6399e-02 3.3354e-02 7.6339e-02 9.7780e-04 8.2391e-01 2.0391e-02 2.0596e-02 1.5863e-02
242 2.6354e-02 3.2984e-02 7.6092e-02 9.9029e-04 8.2493e-01 2.0064e-02 2.0216e-02 1.5792e-02
243 2.6308e-02 3.2618e-02 7.5850e-02 1.0033e-03 8.2594e-01 1.9742e-02 1.9845e-02 1.5721e-02
244 2.6263e-02 3.2257e-02 7.5613e-02 1.0168e-03 8.2694e-01 1.9427e-02 1.9486e-02 1.5650e-02
245 2.6218e-02 3.1899e-02 7.5382e-02 1.0308e-03 8.2794e-01 1.9118e-02 1.9137e-02 1.5580e-02
246 2.6173e-02 3.1546e-02 7.5156e-02 1.0453e-03 8.2893e-01 1.8815e-02 1.8798e-02 1.5510e-02
247 2.6129e-02 3.1197e-02 7.4935e-02 1.0603e-03 8.2992e-01 1.8520e-02 1.8471e-02 1.5440e-02
248 2.6083e-02 3.0853e-02 7.4718e-02 1.0756e-03 8.3090e-01 1.8232e-02 1.8153e-02 1.5370e-02
249 2.6038e-02 3.0515e-02 7.4506e-02 1.0913e-03 8.3186e-01 1.7951e-02 1.7847e-02 1.5299e-02
250 2.5991e-02 3.0184e-02 7.4298e-02 1.1073e-03 8.3281e-01 1.7678e-02 1.7550e-02 1.5228e-02
251 2.5942e-02 2.9859e-02 7.4094e-02 1.1237e-03 8.3375e-01 1.7413e-02 1.7265e-02 1.5157e-02
252 2.5893e-02 2.9540e-02 7.3893e-02 1.1403e-03 8.3467e-01 1.7156e-02 1.6989e-02 1.5085e-02
253 2.5843e-02 2.9228e-02 7.3696e-02 1.1572e-03 8.3559e-01 1.6907e-02 1.6725e-02 1.5012e-02
254 2.5791e-02 2.8921e-02 7.3503e-02 1.1744e-03 8.3650e-01 1.6667e-02 1.6471e-02 1.4938e-02
255 2.5739e-02 2.8618e-02 7.3316e-02 1.1917e-03 8.3740e-01 1.6435e-02 1.6228e-02 1.4864e-02
256 2.5686e-02 2.8320e-02 7.3133e-02 1.2092e-03 8.3829e-01 1.6211e-02 1.5995e-02 1.4788e-02
257 2.5632e-02 2.8026e-02 7.2955e-02 1.2269e-03 8.3918e-01 1.5997e-02 1.5773e-02 1.4712e-02
258 2.5577e-02 2.7737e-02 7.2782e-02 1.2447e-03 8.4005e-01 1.5790e-02 1.5561e-02 1.4634e-02
259 2.5520e-02 2.7453e-02 7.2612e-02 1.2626e-03 8.4092e-01 1.5593e-02 1.5359e-02 1.4555e-02
260 2.5463e-02 2.7175e-02 7.2447e-02 1.2805e-03 8.4176e-01 1.5404e-02 1.5166e-02 1.4475e-02
261 2.5404e-02 2.6903e-02 7.2284e-02 1.2984e-03 8.4260e-01 1.5223e-02 1.4984e-02 1.4393e-02
262 2.5343e-02 2.6638e-02 7.2125e-02 1.3163e-03 8.4342e-01 1.5052e-02 1.4811e-02 1.4310e-02
263 2.5281e-02 2.6377e-02 7.1969e-02 1.3342e-03 8.4423e-01 1.4889e-02 1.4647e-02 1.4225e-02
264 2.5217e-02 2.6122e-02 7.1816e-02 1.3521e-03 8.4503e-01 1.4734e-02 1.4493e-02 1.4139e-02
265 2.5153e-02 2.5872e-02 7.1667e-02 1.3698e-03 8.4582e-01 1.4588e-02 1.4348e-02 1.4051e-02
266 2.5087e-02 2.5626e-02 7.1522e-02 1.3874e-03 8.4660e-01 1.4450e-02 1.4212e-02 1.3961e-02
267 2.5020e-02 2.5385e-02 7.1380e-02 1.4049e-03 8.4737e-01 1.4321e-02 1.4084e-02 1.3870e-02
268 2.4952e-02 2.5148e-02 7.1242e-02 1.4223e-03 8.4813e-01 1.4199e-02 1.3966e-02 1.3777e-02
269 2.4883e-02 2.4916e-02 7.1106e-02 1.4394e-03 8.4888e-01 1.4086e-02 1.3856e-02 1.3683e-02
270 2.4813e-02 2.4690e-02 7.0974e-02 1.4564e-03 8.4961e-01 1.3980e-02 1.3754e-02 1.3587e-02
271 2.4741e-02 2.4469e-02 7.0843e-02 1.4731e-03 8.5033e-01 1.3883e-02 1.3660e-02 1.3489e-02
272 2.4668e-02 2.4253e-02 7.0715e-02 1.4896e-03 8.5104e-01 1.3793e-02 1.3574e-02 1.3389e-02
273 2.4594e-02 2.4042e-02 7.0589e-02 1.5058e-03 8.5173e-01 1.3710e-02 1.3495e-02 1.3288e-02
274 2.4518e-02 2.3835e-02 7.0466e-02 1.5217e-03 8.5242e-01 1.3634e-02 1.3425e-02 1.3185e-02
275 2.4442e-02 2.3632e-02 7.0346e-02 1.5374e-03 8.5310e-01 1.3566e-02 1.3361e-02 1.3080e-02
276 2.4365e-02 2.3434e-02 7.0228e-02 1.5527e-03 8.5377e-01 1.3505e-02 1.3305e-02 1.2973e-02
277 2.4287e-02 2.3239e-02 7.0113e-02 1.5677e-03 8.5442e-01 1.3450e-02 1.3255e-02 1.2865e-02
278 2.4208e-02 2.3048e-02 7.0001e-02 1.5824e-03 8.5507e-01 1.3402e-02 1.3212e-02 1.2755e-02
279 2.4128e-02 2.2862e-02 6.9890e-02 1.5967e-03 8.5570e-01 1.3360e-02 1.3175e-02 1.2643e-02
280 2.4047e-02 2.2681e-02 6.9781e-02 1.6107e-03 8.5632e-01 1.3324e-02 1.3145e-02 1.2529e-02
281 2.3966e-02 2.2503e-02 6.9674e-02 1.6243e-03 8.5693e-01 1.3294e-02 1.3121e-02 1.2414e-02
282 2.3883e-02 2.2330e-02 6.9568e-02 1.6376e-03 8.5753e-01 1.3270e-02 1.3102e-02 1.2298e-02
283 2.3799e-02 2.2159e-02 6.9465e-02 1.6505e-03 8.5812e-01 1.3252e-02 1.3089e-02 1.2179e-02
284 2.3716e-02 2.1992e-02 6.9364e-02 1.6630e-03 8.5871e-01 1.3239e-02 1.3082e-02 1.2060e-02
285 2.3631e-02 2.1829e-02 6.9265e-02 1.6752e-03 8.5928e-01 1.3230e-02 1.3079e-02 1.1938e-02
286 2.3546e-02 2.1668e-02 6.9169e-02 1.6869e-03 8.5985e-01 1.3227e-02 1.3082e-02 1.1816e-02
287 2.3460e-02 2.1511e-02 6.9073e-02 1.6983e-03 8.6041e-01 1.3229e-02 1.3089e-02 1.1691e-02
288 2.3373e-02 2.1357e-02 6.8980e-02 1.7094e-03 8.6096e-01 1.3235e-02 1.3101e-02 1.1566e-02
289 2.3286e-02 2.1207e-02 6.8887e-02 1.7200e-03 8.6149e-01 1.3245e-02 1.3117e-02 1.1439e-02
290 2.3199e-02 2.1059e-02 6.8797e-02 1.7303e-03 8.6203e-01 1.3260e-02 1.3136e-02 1.1311e-02
291 2.3111e-02 2.0915e-02 6.8708e-02 1.7401e-03 8.6255e-01 1.3278e-02 1.3160e-02 1.1182e-02
292 2.3023e-02 2.0773e-02 6.8621e-02 1.7497e-03 8.6307e-01 1.3301e-02 1.3187e-02 1.1051e-02
293 2.2934e-02 2.0633e-02 6.8535e-02 1.7588e-03 8.6358e-01 1.3327e-02 1.3217e-02 1.0920e-02
294 2.2845e-02 2.0496e-02 6.8451e-02 1.7676e-03 8.6408e-01 1.3356e-02 1.3251e-02 1.0787e-02
295 2.2756e-02 2.0362e-02 6.8368e-02 1.7761e-03 8.6458e-01 1.3389e-02 1.3287e-02 1.0654e-02
296 2.2667e-02 2.0230e-02 6.8287e-02 1.7842e-03 8.6507e-01 1.3425e-02 1.3326e-02 1.0519e-02
297 2.2577e-02 2.0100e-02 6.8206e-02 1.7919e-03 8.6555e-01 1.3464e-02 1.3367e-02 1.0384e-02
298 2.2488e-02 1.9973e-02 6.8127e-02 1.7993e-03 8.6602e-01 1.3506e-02 1.3410e-02 1.0248e-02
299 2.2398e-02 1.9848e-02 6.8049e-02 1.8063e-03 8.6649e-01 1.3550e-02 1.3455e-02 1.0111e-02
300 2.2309e-02 1.9725e-02 6.7972e-02 1.8131e-03 8.6696e-01 1.3598e-02 1.3502e-02 9.9735e-03
301 2.2219e-02 1.9604e-02 6.7896e-02 1.8195e-03 8.6742e-01 1.3648e-02 1.3549e-02 9.8356e-03
302 2.2129e-02 1.9485e-02 6.7822e-02 1.8256e-03 8.6787e-01 1.3700e-02 1.3599e-02 9.6972e-03
303 2.2040e-02 1.9368e-02 6.7748e-02 1.8313e-03 8.6832e-01 1.3754e-02 1.3649e-02 9.5584e-03
304 2.1951e-02 1.9253e-02 6.7675e-02 1.8368e-03 8.6876e-01 1.3811e-02 1.3699e-02 9.4193e-03
305 2.1862e-02 1.9140e-02 6.7602e-02 1.8420e-03 8.6919e-01 1.3870e-02 1.3750e-02 9.2799e-03
306 2.1773e-02 1.9029e-02 6.7531e-02 1.8469e-03 8.6962e-01 1.3931e-02 1.3802e-02 9.1404e-03
307 2.1684e-02 1.8920e-02 6.7460e-02 1.8514e-03 8.7005e-01 1.3993e-02 1.3854e-02 9.0008e-03
308 2.1596e-02 1.8812e-02 6.7389e-02 1.8558e-03 8.7047e-01 1.4057e-02 1.3905e-02 8.8612e-03
309 2.1508e-02 1.8706e-02 6.7319e-02 1.8598e-03 8.7088e-01 1.4123e-02 1.3956e-02 8.7217e-03
310 2.1421e-02 1.8602e-02 6.7250e-02 1.8636e-03 8.7130e-01 1.4191e-02 1.4007e-02 8.5824e-03
311 2.1334e-02 1.8499e-02 6.7181e-02 1.8671e-03 8.7170e-01 1.4260e-02 1.4057e-02 8.4434e-03
312 2.1247e-02 1.8397e-02 6.7113e-02 1.8704e-03 8.7211e-01 1.4330e-02 1.4106e-02 8.3047e-03
313 2.1161e-02 1.8298e-02 6.7044e-02 1.8734e-03 8.7250e-01 1.4402e-02 1.4153e-02 8.1665e-03
314 2.1075e-02 1.8199e-02 6.6976e-02 1.8762e-03 8.7289e-01 1.4475e-02 1.4200e-02 8.0288e-03
315 2.0989e-02 1.8103e-02 6.6908e-02 1.8788e-03 8.7328e-01 1.4549e-02 1.4245e-02 7.8918e-03
316 2.0905e-02 1.8008e-02 6.6840e-02 1.8811e-03 8.7367e-01 1.4623e-02 1.4289e-02 7.7556e-03
317 2.0820e-02 1.7914e-02 6.6773e-02 1.8833e-03 8.7405e-01 1.4699e-02 1.4331e-02 7.6202e-03
318 2.0737e-02 1.7821e-02 6.6706e-02 1.8852e-03 8.7442e-01 1.4776e-02 1.4371e-02 7.4858e-03
319 2.0654e-02 1.7729e-02 6.6638e-02 1.8869e-03 8.7480e-01 1.4854e-02 1.4409e-02 7.3525e-03
320 2.0571e-02 1.7639e-02 6.6571e-02 1.8885e-03 8.7517e-01 1.4932e-02 1.4446e-02 7.2205e-03
321 2.0489e-02 1.7550e-02 6.6503e-02 1.8898e-03 8.7553e-01 1.5011e-02 1.4480e-02 7.0897e-03
322 2.0408e-02 1.7463e-02 6.6436e-02 1.8910e-03 8.7589e-01 1.5090e-02 1.4511e-02 6.9605e-03
323 2.0327e-02 1.7376e-02 6.6368e-02 1.8920e-03 8.7625e-01 1.5170e-02 1.4541e-02 6.8328e-03
324 2.0246e-02 1.7291e-02 6.6301e-02 1.8929e-03 8.7660e-01 1.5250e-02 1.4568e-02 6.7069e-03
325 2.0167e-02 1.7207e-02 6.6233e-02 1.8936e-03 8.7695e-01 1.5331e-02 1.4592e-02 6.5830e-03
326 2.0088e-02 1.7124e-02 6.6165e-02 1.8942e-03 8.7730e-01 1.5412e-02 1.4614e-02 6.4611e-03
327 2.0009e-02 1.7042e-02 6.6097e-02 1.8947e-03 8.7764e-01 1.5493e-02 1.4633e-02 6.3414e-03
328 1.9931e-02 1.6961e-02 6.6028e-02 1.8950e-03 8.7798e-01 1.5575e-02 1.4650e-02 6.2242e-03
329 1.9854e-02 1.6881e-02 6.5959e-02 1.8952e-03 8.7832e-01 1.5657e-02 1.4664e-02 6.1096e-03
330 1.9777e-02 1.6802e-02 6.5890e-02 1.8953e-03 8.7865e-01 1.5738e-02 1.4675e-02 5.9978e-03
331 1.9701e-02 1.6724e-02 6.5821e-02 1.8954e-03 8.7898e-01 1.5820e-02 1.4684e-02 5.8890e-03
332 1.9626e-02 1.6648e-02 6.5752e-02 1.8953e-03 8.7931e-01 1.5902e-02 1.4690e-02 5.7835e-03
333 1.9551e-02 1.6572e-02 6.5682e-02 1.8951e-03 8.7964e-01 1.5984e-02 1.4693e-02 5.6815e-03
334 1.9477e-02 1.6496e-02 6.5612e-02 1.8949e-03 8.7996e-01 1.6066e-02 1.4693e-02 5.5832e-03
335 1.9403e-02 1.6422e-02 6.5541e-02 1.8946e-03 8.8028e-01 1.6148e-02 1.4691e-02 5.4889e-03
336 1.9330e-02 1.6349e-02 6.5470e-02 1.8942e-03 8.8059e-01 1.6230e-02 1.4685e-02 5.3989e-03
337 1.9258e-02 1.6277e-02 6.5398e-02 1.8937e-03 8.8091e-01 1.6312e-02 1.4677e-02 5.3134e-03
338 1.9186e-02 1.6205e-02 6.5327e-02 1.8932e-03 8.8122e-01 1.6394e-02 1.4666e-02 5.2327e-03
339 1.9114e-02 1.6135e-02 6.5254e-02 1.8927e-03 8.8153e-01 1.6476e-02 1.4653e-02 5.1571e-03
340 1.9044e-02 1.6065e-02 6.5182e-02 1.8921e-03 8.8183e-01 1.6557e-02 1.4636e-02 5.0868e-03
341 1.8974e-02 1.5996e-02 6.5109e-02 1.8915e-03 8.8213e-01 1.6639e-02 1.4617e-02 5.0223e-03
342 1.8904e-02 1.5927e-02 6.5035e-02 1.8909e-03 8.8243e-01 1.6720e-02 1.4595e-02 4.9637e-03
343 1.8835e-02 1.5860e-02 6.4961e-02 1.8902e-03 8.8273e-01 1.6801e-02 1.4571e-02 4.9113e-03
344 1.8767e-02 1.5793e-02 6.4886e-02 1.8895e-03 8.8303e-01 1.6882e-02 1.4544e-02 4.8655e-03
345 1.8700e-02 1.5727e-02 6.4811e-02 1.8888e-03 8.8332e-01 1.6963e-02 1.4514e-02 4.8264e-03
346 1.8633e-02 1.5662e-02 6.4735e-02 1.8881e-03 8.8361e-01 1.7044e-02 1.4482e-02 4.7943e-03
347 1.8566e-02 1.5597e-02 6.4659e-02 1.8874e-03 8.8390e-01 1.7124e-02 1.4447e-02 4.7694e-03
348 1.8500e-02 1.5533e-02 6.4582e-02 1.8867e-03 8.8418e-01 1.7205e-02 1.4410e-02 4.7519e-03
349 1.8435e-02 1.5470e-02 6.4505e-02 1.8860e-03 8.8447e-01 1.7285e-02 1.4371e-02 4.7420e-03
350 1.8370e-02 1.5408e-02 6.4428e-02 1.8853e-03 8.8475e-01 1.7365e-02 1.4329e-02 4.7397e-03
351 1.8306e-02 1.5346e-02 6.4349e-02 1.8846e-03 8.8503e-01 1.7445e-02 1.4285e-02 4.7453e-03
352 1.8243e-02 1.5284e-02 6.4270e-02 1.8839e-03 8.8531e-01 1.7525e-02 1.4239e-02 4.7587e-03
353 1.8180e-02 1.5224e-02 6.4191e-02 1.8833e-03 8.8558e-01 1.7605e-02 1.4190e-02 4.7799e-03
354 1.8118e-02 1.5164e-02 6.4111e-02 1.8827e-03 8.8585e-01 1.7685e-02 1.4140e-02 4.8090e-03
355 1.8056e-02 1.5104e-02 6.4031e-02 1.8821e-03 8.8613e-01 1.7765e-02 1.4087e-02 4.8458e-03
356 1.7995e-02 1.5045e-02 6.3950e-02 1.8815e-03 8.8640e-01 1.7845e-02 1.4033e-02 4.8903e-03
357 1.7935e-02 1.4987e-02 6.3869e-02 1.8810e-03 8.8666e-01 1.7925e-02 1.3976e-02 4.9424e-03
358 1.7875e-02 1.4930e-02 6.3787e-02 1.8805e-03 8.8693e-01 1.8005e-02 1.3918e-02 5.0020e-03
359 1.7816e-02 1.4872e-02 6.3704e-02 1.8801e-03 8.8719e-01 1.8086e-02 1.3859e-02 5.0687e-03
360 1.7757e-02 1.4816e-02 6.3621e-02 1.8797e-03 8.8746e-01 1.8166e-02 1.3797e-02 5.1425e-03
361 1.7699e-02 1.4760e-02 6.3537e-02 1.8794e-03 8.8772e-01 1.8246e-02 1.3734e-02 5.2231e-03
362 1.7642e-02 1.4704e-02 6.3453e-02 1.8791e-03 8.8798e-01 1.8327e-02 1.3670e-02 5.3104e-03
363 1.7585e-02 1.4649e-02 6.3369e-02 1.8789e-03 8.8823e-01 1.8408e-02 1.3604e-02 5.4040e-03
364 1.7529e-02 1.4594e-02 6.3284e-02 1.8787e-03 8.8849e-01 1.8489e-02 1.3536e-02 5.5037e-03
365 1.7473e-02 1.4541e-02 6.3198e-02 1.8786e-03 8.8874e-01 1.8570e-02 1.3468e-02 5.6094e-03
366 1.7418e-02 1.4487e-02 6.3112e-02 1.8786e-03 8.8900e-01 1.8651e-02 1.3398e-02 5.7206e-03
367 1.7364e-02 1.4434e-02 6.3025e-02 1.8787e-03 8.8925e-01 1.8733e-02 1.3326e-02 5.8372e-03
368 1.7310e-02 1.4381e-02 6.2938e-02 1.8788e-03 8.8950e-01 1.8815e-02 1.3254e-02 5.9590e-03
369 1.7257e-02 1.4329e-02 6.2851e-02 1.8790e-03 8.8975e-01 1.8898e-02 1.3181e-02 6.0857e-03
370 1.7204e-02 1.4277e-02 6.2763e-02 1.8792e-03 8.9000e-01 1.8981e-02 1.3106e-02 6.2171e-03
371 1.7152e-02 1.4226e-02 6.2675e-02 1.8795e-03 8.9024e-01 1.9064e-02 1.3031e-02 6.3530e-03
372 1.7101e-02 1.4175e-02 6.2586e-02 1.8800e-03 8.9049e-01 1.9147e-02 1.2955e-02 6.4930e-03
373 1.7050e-02 1.4124e-02 6.2496e-02 1.8804e-03 8.9073e-01 1.9231e-02 1.2877e-02 6.6372e-03
374 1.7000e-02 1.4074e-02 6.2407e-02 1.8810e-03 8.9097e-01 1.9316e-02 1.2799e-02 6.7851e-03
375 1.6950e-02 1.4024e-02 6.2317e-02 1.8817e-03 8.9121e-01 1.9400e-02 1.2720e-02 6.9367e-03
376 1.6901e-02 1.3975e-02 6.2226e-02 1.8824e-03 8.9145e-01 1.9486e-02 1.2641e-02 7.0918e-03
377 1.6852e-02 1.3926e-02 6.2135e-02 1.8833e-03 8.9169e-01 1.9572e-02 1.2560e-02 7.2502e-03
378 1.6804e-02 1.3877e-02 6.2044e-02 1.8842e-03 8.9193e-01 1.9658e-02 1.2479e-02 7.4118e-03
379 1.6757e-02 1.3829e-02 6.1952e-02 1.8853e-03 8.9217e-01 1.9745e-02 1.2398e-02 7.5763e-03
380 1.6710e-02 1.3781e-02 6.1860e-02 1.8864e-03 8.9240e-01 1.9833e-02 1.2315e-02 7.7437e-03
381 1.6663e-02 1.3734e-02 6.1768e-02 1.8876e-03 8.9264e-01 1.9921e-02 1.2233e-02 7.9138e-03
382 1.6617e-02 1.3687e-02 6.1675e-02 1.8890e-03 8.9287e-01 2.0009e-02 1.2150e-02 8.0864e-03
383 1.6572e-02 1.3640e-02 6.1582e-02 1.8904e-03 8.9311e-01 2.0099e-02 1.2066e-02 8.2615e-03
384 1.6527e-02 1.3594e-02 6.1488e-02 1.8920e-03 8.9334e-01 2.0189e-02 1.1982e-02 8.4388e-03
385 1.6483e-02 1.3548e-02 6.1394e-02 1.8937e-03 8.9357e-01 2.0279e-02 1.1898e-02 8.6184e-03
386 1.6439e-02 1.3502e-02 6.1300e-02 1.8954e-03 8.9380e-01 2.0371e-02 1.1813e-02 8.8001e-03
387 1.6395e-02 1.3456e-02 6.1206e-02 1.8973e-03 8.9403e-01 2.0463e-02 1.1728e-02 8.9837e-03
388 1.6352e-02 1.3411e-02 6.1112e-02 1.8993e-03 8.9426e-01 2.0555e-02 1.1643e-02 9.1692e-03
389 1.6310e-02 1.3366e-02 6.1017e-02 1.9014e-03 8.9449e-01 2.0648e-02 1.1558e-02 9.3565e-03
390 1.6268e-02 1.3322e-02 6.0921e-02 1.9037e-03 8.9471e-01 2.0742e-02 1.1472e-02 9.5454e-03
391 1.6226e-02 1.3278e-02 6.0826e-02 1.9061e-03 8.9494e-01 2.0837e-02 1.1386e-02 9.7360e-03
392 1.6185e-02 1.3234e-02 6.0730e-02 1.9085e-03 8.9517e-01 2.0933e-02 1.1300e-02 9.9281e-03
393 1.6144e-02 1.3190e-02 6.0635e-02 1.9112e-03 8.9539e-01 2.1029e-02 1.1213e-02 1.0122e-02
394 1.6103e-02 1.3147e-02 6.0539e-02 1.9139e-03 8.9562e-01 2.1125e-02 1.1127e-02 1.0316e-02
395 1.6063e-02 1.3104e-02 6.0442e-02 1.9168e-03 8.9584e-01 2.1223e-02 1.1040e-02 1.0512e-02
396 1.6023e-02 1.3061e-02 6.0346e-02 1.9198e-03 8.9606e-01 2.1321e-02 1.0954e-02 1.0710e-02
397 1.5984e-02 1.3019e-02 6.0249e-02 1.9229e-03 8.9628e-01 2.1420e-02 1.0867e-02 1.0908e-02
398 1.5944e-02 1.2977e-02 6.0152e-02 1.9262e-03 8.9650e-01 2.1520e-02 1.0781e-02 1.1108e-02
399 1.5905e-02 1.2935e-02 6.0055e-02 1.9296e-03 8.9673e-01 2.1621e-02 1.0694e-02 1.1308e-02
400 1.5867e-02 1.2893e-02 5.9958e-02 1.9332e-03 8.9695e-01 2.1722e-02 1.0607e-02 1.1509e-02
401 1.5828e-02 1.2852e-02 5.9861e-02 1.9369e-03 8.9717e-01 2.1824e-02 1.0521e-02 1.1711e-02
402 1.5790e-02 1.2811e-02 5.9764e-02 1.9408e-03 8.9738e-01 2.1927e-02 1.0434e-02 1.1914e-02
403 1.5752e-02 1.2770e-02 5.9666e-02 1.9448e-03 8.9760e-01 2.2030e-02 1.0348e-02 1.2118e-02
404 1.5714e-02 1.2730e-02 5.9568e-02 1.9489e-03 8.9782e-01 2.2135e-02 1.0262e-02 1.2322e-02
405 1.5676e-02 1.2690e-02 5.9470e-02 1.9532e-03 8.9804e-01 2.2240e-02 1.0176e-02 1.2527e-02
406 1.5639e-02 1.2650e-02 5.9372e-02 1.9577e-03 8.9825e-01 2.2346e-02 1.0090e-02 1.2732e-02
407 1.5602e-02 1.2610e-02 5.9275e-02 1.9623e-03 8.9847e-01 2.2452e-02 1.0004e-02 1.2938e-02
408 1.5564e-02 1.2571e-02 5.9176e-02 1.9671e-03 8.9868e-01 2.2560e-02 9.9188e-03 1.3144e-02
409 1.5527e-02 1.2532e-02 5.9078e-02 1.9720e-03 8.9890e-01 2.2668e-02 9.8336e-03 1.3351e-02
410 1.5490e-02 1.2493e-02 5.8980e-02 1.9771e-03 8.9911e-01 2.2777e-02 9.7486e-03 1.3558e-02
411 1.5453e-02 1.2455e-02 5.8881e-02 1.9824e-03 8.9932e-01 2.2887e-02 9.6639e-03 1.3765e-02
412 1.5416e-02 1.2416e-02 5.8783e-02 1.9878e-03 8.9954e-01 2.2997e-02 9.5796e-03 1.3972e-02
413 1.5379e-02 1.2378e-02 5.8685e-02 1.9934e-03 8.9975e-01 2.3109e-02 9.4956e-03 1.4180e-02
414 1.5342e-02 1.2340e-02 5.8586e-02 1.9991e-03 8.9996e-01 2.3221e-02 9.4120e-03 1.4387e-02
415 1.5305e-02 1.2303e-02 5.8487e-02 2.0051e-03 9.0017e-01 2.3334e-02 9.3286e-03 1.4595e-02
416 1.5268e-02 1.2266e-02 5.8388e-02 2.0112e-03 9.0038e-01 2.3447e-02 9.2457e-03 1.4803e-02
